molecule_id,canonical_smiles,"Serotonin (5-HT) receptor","Serotonin 1 (5-HT1) receptor","Serotonin 1 receptors; 5-HT1B & 5-HT1D","Serotonin 1a (5-HT1a) receptor","Serotonin 1b (5-HT1b) receptor","Serotonin 1d (5-HT1d) receptor","Serotonin 1e (5-HT1e) receptor","Serotonin 1f (5-HT1f) receptor","Serotonin 2 (5-HT2) receptor","Serotonin 2 receptors; 5-HT2a & 5-HT2c","Serotonin 2a (5-HT2a) receptor","Serotonin 2b (5-HT2b) receptor","Serotonin 2c (5-HT2c) receptor","Serotonin 3 (5-HT3) receptor","Serotonin 3a (5-HT3a) receptor","Serotonin 3b (5-HT3b) receptor","Serotonin 4 (5-HT4) receptor","Serotonin 5a (5-HT5a) receptor","Serotonin 5b (5-HT5b) receptor","Serotonin 6 (5-HT6) receptor","Serotonin 7 (5-HT7) receptor"
1960033,Ic1ccc(Nc2nc(N3CCNCC3)nc3ccccc23)cc1,,,,,,,,,,,6.3,,,,,,,,,,
1960034,CC(C)c1ccc(Nc2nc(N3CCNCC3)nc3ccccc23)cc1,,,,,,,,,,,7.38,,,,,,,,,,
1960035,Fc1ccc(Nc2nc(N3CCOCC3)nc3ccccc23)cc1,,,,,,,,,,,6.63,,,,,,,,,,
1960036,Fc1ccccc1Nc1nc(N2CCOCC2)nc2ccccc12,,,,,,,,,,,6.73,,,,,,,,,,
1961647,CCNc1cc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12,,,,,,,,,,,,5.6,,,,,,,,,
1961648,CCCNc1cc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12,,,,,,,,,,,,6.12,,,,,,,,,
1962589,COc1ccccc1N1CCN(CCCc2cn(-c3ccn4nccc4c3)nn2)CC1,,,,,,,,,,,7.08,,,,,,,,,,
1962590,O=Cc1cnn2ccc(-n3cc(CCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12,,,,,,,,,,,8.16,,,,,,,,,,
1962591,O=Cc1cnn2ccc(-n3cc(CCCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12,,,,,,,,,,,7.82,,,,,,,,,,
1962592,O=Cc1cnn2ccc(-n3cc(CCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12,,,,,,,,,,,7.3,,,,,,,,,,
1962593,COc1ccccc1N1CCN(CCc2cn(-c3ccn4ncc(C=O)c4c3)nn2)CC1,,,,,,,,,,,7.05,,,,,,,,,,
1962594,Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl,,,,,,,,,,,8.15,,,,,,,,,,
1962595,Clc1cccc(N2CCN(CCCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl,,,,,,,,,,,8.28,,,,,,,,,,
1962596,Clc1cccc(N2CCN(CCCCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl,,,,,,,,,,,9.19,,,,,,,,,,
1963453,Fc1ccc(NC(=S)Nc2cccc(C(F)(F)F)c2)cc1Cl,,,,,,,,,,,10.37,,,,,,,,,,
1963893,CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2)CC1,,,,,,,,7.675,,,,,,,,,,,,,
1963894,CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2F)CC1,,,,,,,,7.67,,,,,,,,,,,,,
1963895,CN1CCC(C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2F)CC1,,,,,,,,5.89,,,,,,,,,,,,,
1963896,CN1CCC(C(=O)c2cc(F)cc(NC(=O)c3ccc(F)cc3)c2)CC1,,,,,,,,7.39,,,,,,,,,,,,,
1963897,CN1CCC(C(=O)c2ccc(F)c(NC(=O)c3ccc(F)cc3)c2)CC1,,,,,,,,6.28,,,,,,,,,,,,,
1963898,CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2Cl)CC1,,,,,,,,5.77,,,,,,,,,,,,,
1963899,Cc1c(NC(=O)c2ccc(F)cc2)cccc1C(=O)C1CCN(C)CC1,,,,,,,,6.06,,,,,,,,,,,,,
1963900,COc1c(NC(=O)c2ccc(F)cc2)cccc1C(=O)C1CCN(C)CC1,,,,,,,,6.21,,,,,,,,,,,,,
1963901,CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2O)CC1,,,,,,,,5.96,,,,,,,,,,,,,
1963902,CN1CCC(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)n2)CC1,,,,,,,,7.49,,,,,,,,,,,,,
1963904,CN1CCC(C(=O)c2cncc(NC(=O)c3ccc(F)cc3)c2)CC1,,,,,,,,5.5,,,,,,,,,,,,,
1963905,CN1CCC(C(=O)c2ccnc(NC(=O)c3ccc(F)cc3)c2)CC1,,,,,,,,5.62,,,,,,,,,,,,,
1964317,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)nc1,,,,5.30333333333333,,,,,,,,,,,,,,,,,
1970917,COc1ccc(-c2[nH]c3ccccc3c2C(=O)CN(C)CC(=O)N2CCOCC2)cc1,,,,,,,,,,,,,4.29,,,,,,,,
1972017,O=c1ccc(-c2ccc(OCc3ccc4ccccc4n3)cc2)c(-c2ccc(F)cc2)[nH]1,,,,,,,,,,,,7.415,,,,,,,,,
1972074,c1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)cc1,,,,,,,,,,,5.33,,,,,,,,,,
1972075,Clc1cccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)c1Cl,,,,,,,,,,,5.54,,,,,,,,,,
1972076,FC(F)(F)c1cccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)c1,,,,,,,,,,,5.35,,,,,,,,,,
1972077,Cc1cccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)c1C,,,,5.33,,,,,,,5.67,,,,,,,,,,
1972078,c1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)nc1,,,,5.7,,,,,,,5.63,,,,,,,,,,
1972079,c1ccc2c(c1)OCC(CN1CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC1)O2,,,,,,,,,,,5.85,,,,,,,,,,
1972080,c1ccc2oc(-c3ccc(OCCCN4CCC(c5nc6ccccc6o5)CC4)cc3)nc2c1,,,,6.25,,,,,,,6.61,,,,,,,,,,
1972081,c1ccc2oc(-c3ccc(OCCCN4CCC(c5nc6ccccc6s5)CC4)cc3)nc2c1,,,,6.83,,,,,,,6.55,,,,,,,,,,
1972082,COc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4o3)cc2)CC1,,,,7.33,,,,,,,7.53,,,,,,,,,,
1972083,c1cnc(N2CCN(CCCOc3ccc(-c4nc5ccccc5o4)cc3)CC2)nc1,,,,7.25,,,,,,,7.42,,,,,,,,,,
1972084,O=C(c1ccc(F)cc1F)C1CCN(CCCOc2ccc(-c3nc4ccccc4o3)cc2)CC1,,,,6.94,,,,,,,6.7,,,,,,,,,,
1972085,Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6ccccc6o5)cc4)CC3)noc2c1,,,,7.08,,,,,,,8.08,,6.73,,,,,,,,6.12
1972086,c1ccc2oc(-c3ccc(OCCCN4CCN(c5nsc6ccccc56)CC4)cc3)nc2c1,,,,6.01,,,,,,,7.77,,,,,,,,,,
1972087,Cc1ccc2oc(-c3ccc(OCCCN4CCC(c5noc6cc(F)ccc56)CC4)cc3)nc2c1,,,,7.12,,,,,,,,,,,,,,,,,
1972088,Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6cc(Cl)ccc6o5)cc4)CC3)noc2c1,,,,,,,,,,,6.87,,,,,,,,,,
1972089,Cc1cc(-c2nc3ccccc3o2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,,5.67,,,,,,,7.39,,,,,,,,,,
1972090,COc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1-c1nc2ccccc2o1,,,,5.81,,,,,,,7.14,,,,,,,,,,
1972091,Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6ccccc6o5)c(F)c4)CC3)noc2c1,,,,6.63,,,,,,,7.62,,,,,,,,,,
1972093,Fc1ccc2c(C3CCN(CCCOc4ccc(Cc5nc6ccccc6o5)cc4)CC3)noc2c1,,,,7.67,,,,,,,8.57,,5.7,,,,,,,,7.72
1972094,Fc1ccc2c(C3CCN(CCCCOc4ccc(-c5nc6ccccc6o5)cc4)CC3)noc2c1,,,,6.0,,,,,,,6.14,,,,,,,,,,
1972095,Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6ccccc6s5)cc4)CC3)noc2c1,,,,5.75,,,,,,,5.9,,,,,,,,,,
1972096,Fc1ccc2c(C3CCN(CCCOc4ccc(CCc5nc6ccccc6o5)cc4)CC3)noc2c1,,,,7.51,,,,,,,7.42,,,,,,,,,,
1972097,CC(c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1nc2ccccc2o1,,,,7.05,,,,,,,7.52,,,,,,,,,,
1972811,CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O,,,,,,5.95,,,,,,,,,,,,,,,
1973249,COc1ccc(-c2ccccc2C(F)(F)F)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,8.42
1973250,COc1ccc(-c2ccc(F)cc2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.68
1973251,COc1ccc(-c2ccccc2C#N)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.47
1973252,COc1ccc(-c2cccc(C)c2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.96
1973253,COc1ccc(-c2cccc(F)c2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.72
1973254,COc1ccc(-c2c(C)cccc2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,8.09
1973255,COc1ccc(-c2ccccc2OC(F)(F)F)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,8.0
1973256,COc1ccc(-c2ccccc2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.87
1973257,COc1ccc(-c2ccccc2OC)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,7.3
1973258,COc1ccc(-c2c(Cl)cccc2C(F)(F)F)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.95
1973259,COc1ccc(-c2ccc(C)cc2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.12
1973260,COc1ccc(-c2ccc(F)c(C)c2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.11
1973261,COc1ccc(-c2cccc(C)c2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.0
1973262,COc1ccc(-c2ccc(C)c(C)c2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.6
1973263,COc1ccc(-c2ccccc2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.92
1973264,COc1ccc(-c2cc(C)ccc2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.94
1973265,COc1ccc(-c2ccccc2Cl)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,8.36
1973266,COc1ccc(-c2ccccc2Cl)cc1OC1CN(C(C)C)C1,,,,,,,,,,,,,,,,,,,,,6.27
1973267,COc1ccc(-c2ccccc2Cl)cc1OC1CN(C2CCC2)C1,,,,,,,,,,,,,,,,,,,,,6.52
1973268,FC(F)(F)c1ccccc1-c1cccc(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,7.59
1973269,Clc1ccccc1-c1cccc(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,7.46
1973270,Cc1cccc(-c2cccc(OC3CNC3)c2)c1,,,,,,,,,,,,,,,,,,,,,6.12
1973271,Cc1ccccc1-c1cccc(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,7.17
1973272,Clc1ccc(-c2ccccc2Cl)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,8.05
1973273,FC(F)(F)c1ccccc1-c1ccc(Cl)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,7.98
1973274,Cc1ccccc1-c1ccc(Cl)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,7.81
1973275,Cc1cccc(-c2ccc(Cl)c(OC3CNC3)c2)c1,,,,,,,,,,,,,,,,,,,,,6.39
1973276,N#Cc1ccc(-c2ccccc2C(F)(F)F)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.9
1973277,N#Cc1ccc(-c2ccccc2)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,5.0
1973278,Cc1ccccc1-c1ccc(C#N)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,6.29
1973279,Cc1cc(C#N)c(OC2CNC2)cc1-c1ccccc1,,,,,,,,,,,,,,,,,,,,,5.0
1973280,CCOc1ccc(-c2ccccc2C)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,6.34
1973281,Cc1ccccc1-c1ccc(OCC(F)(F)F)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,6.28
1973282,Cc1ccccc1-c1ccc(OC2CCC2)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,6.18
1973283,Cc1ccccc1-c1ccc(OCC2CC2)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,6.12
1973284,Cc1ccccc1-c1ccc(OC(C)C)c(OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,5.0
1973285,CCN(CC)C(=O)c1ccc(-c2ccccc2C(F)(F)F)cc1OC1CNC1,,,,,,,,,,,,,,,,,,,,,5.64
1973286,Cc1cccc(-c2ccc(Cl)cc2OC2CNC2)c1,,,,,,,,,,,,,,,,,,,,,6.72
1973287,Cc1cc(-c2ccc(Cl)cc2OC2CNC2)ccc1F,,,,,,,,,,,,,,,,,,,,,6.33
1973288,Cc1ccc(-c2ccc(Cl)cc2OC2CNC2)cc1C,,,,,,,,,,,,,,,,,,,,,6.68
1973289,COc1ccc(-c2ccccc2C)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,8.26
1973290,COc1ccc(-c2cccc(F)c2C)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,7.72
1973291,COc1ccc(-c2cccc(F)c2F)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,7.28
1973292,COc1ccc(-c2cccc(C(F)(F)F)c2)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,6.93
1973293,COc1ccc(-c2ccccc2C(F)(F)F)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,8.1
1973294,COc1ccc(-c2ccccc2OC(F)(F)F)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,7.7
1973295,COc1ccc(-c2ccccc2)cc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,6.89
1973296,COc1ccc(-c2ccccc2)cc1C1CCN(C)C1,,,,,,,,,,,,,,,,,,,,,6.82
1973297,c1ccc(-c2ccccc2C2CCNC2)cc1,,,,,,,,,,,,,,,,,,,,,6.92
1973298,Cc1cccc(-c2ccccc2C2CCNC2)c1,,,,,,,,,,,,,,,,,,,,,7.1
1973299,Cc1cccc(-c2ccccc2C2CCN(C)C2)c1,,,,,,,,,,,,,,,,,,,,,6.51
1973300,Cc1ccc(-c2ccccc2C2CCNC2)cc1,,,,,,,,,,,,,,,,,,,,,6.92
1973301,Cc1ccc(-c2ccccc2C2CCN(C)C2)cc1,,,,,,,,,,,,,,,,,,,,,6.37
1973302,Clc1ccc(-c2ccccc2C2CCNC2)cc1,,,,,,,,,,,,,,,,,,,,,6.75
1973303,Cc1ccc(-c2ccccc2C2CCNC2)cc1C,,,,,,,,,,,,,,,,,,,,,7.25
1973304,Cc1ccc(-c2ccccc2C2CCN(C)C2)cc1C,,,,,,,,,,,,,,,,,,,,,6.81
1973305,Cc1ccccc1-c1ccccc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,6.68
1973306,Cc1ccccc1-c1ccccc1C1CCN(C)C1,,,,,,,,,,,,,,,,,,,,,6.48
1973307,COc1ccccc1-c1ccccc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,6.52
1973308,COc1ccccc1-c1ccccc1C1CCN(C)C1,,,,,,,,,,,,,,,,,,,,,6.14
1973309,COc1ccc(C)cc1-c1ccccc1C1CCNC1,,,,,,,,,,,,,,,,,,,,,5.77
1973310,Clc1cccc(-c2ccc(Cl)cc2C2CCNC2)c1,,,,,,,,,,,,,,,,,,,,,6.89
1973311,Cc1cc(-c2ccc(Cl)cc2C2CCNC2)ccc1F,,,,,,,,,,,,,,,,,,,,,6.42
1973312,Cc1ccc(-c2ccc(Cl)cc2C2CCNC2)cc1C,,,,,,,,,,,,,,,,,,,,,6.92
1973313,COc1ccc(-c2ccccc2)cc1OC1CCNCC1,,,,,,,,,,,,,,,,,,,,,5.83
1973314,COc1ccc(-c2ccccc2C(F)(F)F)cc1OC1CCNCC1,,,,,,,,,,,,,,,,,,,,,7.23
1975400,CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.04,,,,,,,,,,
1975401,CO[C@@H]1CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5occc45)CC3)CC2)C1,,,,,,,,,,,8.19,,,,,,,,,,
1975402,O=C(C[C@H]1CC[C@H](O)CC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.06,,,,,,,,,,
1975403,CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.19,,,,,,,,,,
1975404,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.09,,,,,,,,,,
1975405,O=C(CCO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,7.99,,,,,,,,,,
1975406,O=C(CO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.25,,,,,,,,,,
1975407,COCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.36,,,,,,,,,,
1975408,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5occc45)CC3)CC2)CC1,,,,,,,,,,,8.25,,,,,,,,,,
1975409,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.21,,,,,,,,,,
1975410,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1)C1CCOCC1,,,,,,,,,,,8.54,,,,,,,,,,
1975411,CCOCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.13,,,,,,,,,,
1975412,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1)C1CC1,,,,,,,,,,,8.36,,,,,,,,,,
1975413,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.17,,,,,,,,,,
1975414,CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.48,,,,,,,,,,
1975415,CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.07,,,,,,,,,,
1975416,CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1,,,,,,,,,,,8.28,,,,,,,,,,
1975417,CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.59,,,,,,,,,,
1975418,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.46,,,,,,,,,,
1975419,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5sccc45)CC3)CC2)CC1,,,,,,,,,,,8.6,,,,,,,,,,
1975420,CO[C@@H]1CC[C@@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5sccc45)CC3)CC2)C1,,,,,,,,,,,8.37,,,,,,,,,,
1975421,COCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.66,,,,,,,,,,
1975422,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.52,,,,,,,,,,
1975423,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1)C1CCOCC1,,,,,,,,,,,8.77,,,,,,,,,,
1975424,CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5sccc45)CC3)CC2)C1,,,,,,,,,,,8.37,,,,,,,,,,
1975425,O=C(CO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.85,,,,,,,,,,
1975426,O=C(C[C@H]1CC[C@H](O)CC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.4,,,,,,,,,,
1975427,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4occc34)CC2)CC1)c1ccnc2ccccc12,,,,,,,,,,,8.28,,,,,,,,,,
1975428,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.54,,,,,,,,,,
1975429,CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4sccc34)CC2)CC1,,,,,,,,,,,8.54,,,,,,,,,,
1975430,CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.64,,,,,,,,,,
1975431,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCOCC1,,,,,,,,,,,8.23,,,,,,,,,,
1975432,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.7,,,,,,,,,,
1975433,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.62,,,,,,,,,,
1975434,CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.88,,,,,,,,,,
1975435,O=C(CC1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,8.01,,,,,,,,,,
1975436,COCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.96,,,,,,,,,,
1975437,CS(=O)(=O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.79,,,,,,,,,,
1975438,O=C(CO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.91,,,,,,,,,,
1975439,O=C(CCO)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.45,,,,,,,,,,
1975440,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCOC1,,,,,,,,,,,8.0,,,,,,,,,,
1975441,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCCO1,,,,,,,,,,,8.2,,,,,,,,,,
1975442,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccccc1,,,,,,,,,,,8.12,,,,,,,,,,
1975443,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(F)cc1,,,,,,,,,,,7.96,,,,,,,,,,
1975444,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(Cl)cc1,,,,,,,,,,,7.83,,,,,,,,,,
1975445,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(C(F)(F)F)cc1,,,,,,,,,,,7.73,,,,,,,,,,
1975446,CS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.66,,,,,,,,,,
1975447,CCS(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.75,,,,,,,,,,
1975448,O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(F)cc1,,,,,,,,,,,7.41,,,,,,,,,,
1975449,O=C(CC1CC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.86,,,,,,,,,,
1975450,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCC1,,,,,,,,,,,8.0,,,,,,,,,,
1975451,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCCOC1,,,,,,,,,,,8.2,,,,,,,,,,
1975452,C[C@]1(O)CC[C@H](C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,,,,,,,,,,,7.9,,,,,,,,,,
1975453,C[C@]1(O)CC[C@@H](C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,,,,,,,,,,,8.21,,,,,,,,,,
1975454,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCCCC2)cc1,,,,,,,,,,,7.72,,,,,,,,,,
1975455,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)cc1,,,,,,,,,,,8.35,,,,,,,,,,
1975456,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1(O)CC1,,,,,,,,,,,8.23,,,,,,,,,,
1975457,N#CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.8,,,,,,,,,,
1975458,O=C(CC(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.96,,,,,,,,,,
1975459,O=C(C[C@@H]1COCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.93,,,,,,,,,,
1975460,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccnc2ccccc12,,,,,,,,,,,8.44,,,,,,,,,,
1975461,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CC1,,,,,,,,,,,7.96,,,,,,,,,,
1975462,O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,,,,,,,,,,,7.78,,,,,,,,,,
